key,en,ca,cs,de,es,fr,id,it,ja,ko,pl,pt,ru,th,tr,vi,zh
MILESTONE_3,My Favorite Space Movies Milestone,Fita de Les Meves Pel·lícules Espacials Favorides,Milník Moje Oblíbené Vesmírné Filmy,Meine Lieblings-Weltraumfilme Schwarzes Loch Meilenstein,"Hito ""Mis películas espaciales favoritas""",Étape de Mes Films de Science-Fiction Préférés,Tonggak Film Ruang Favorit Saya,Milestone I Miei Film Spaziali Preferiti,私のお気に入りの宇宙映画 マイルストーン,내가 좋아하는 우주 영화 이정표,Moje Ulubione Filmy Kosmiczne Milestone,Marco de Meus Filmes Espaciais Favoritos,Веха любимых космических фильмов,เหตุการณ์สำคัญภาพยนตร์อวกาศที่ชอบของฉัน,Favori Uzay Filmlerim Eşiği,Mốc Những Bộ Phim Vũ Trụ Yêu Thích Của Tôi,我最喜欢的太空电影里程碑
CONTINUE,Continue,Continuar,Pokračovat,Fortsetzen,Continuar,Continuer,Lanjutkan,Continua,続ける,계속,Kontynuuj,Continuar,Продолжить,ดำเนินการต่อ,Devam et,Tiếp Tục,继续
MILESTONE_1,Miniature Milestone,Miniatura Fita,Miniaturní Milník,Miniatur-Meilenstein,"Hito ""Miniatura""",Étapette Miniature,Tonggak Miniatur,Miniature Milestone,ミニチュアマイルストーン,미니어쳐 이정표,Miniaturowy Milestone,Mini Marco,Миниатюрная веха,เหตุการณ์สำคัญขนาดจิ๋ว,Miniatür Eşik,Mốc Thu Nhỏ,微型里程碑
PREVIOUS,Previous,Anterior,Předchozí,Vorherige,Anterior,Précédent,Sebelumnya,Precedente,前の,이전의,Poprzedni,Anterior,Предыдущий,ก่อนหน้า,Öncesi,Trước,以前的
MILESTONE_6,Gargantua Milestone,Fita Gargantua,Milník Gargantua,Gargantua Meilenstein,"Hito ""Descomunal""",Étape Gargantua,Tonggak Gargantua,Milestone Gargantua,ガルガンチュア マイルストーン,가르간투아 이정표,Gargantua Milestone,Marco Gargantua,Веха Гаргантюа,เหตุการณ์สำคัญการ์แกนตัวยักษ์,Gargantua Eşiği,Mốc Gargantua,巨兽里程碑
PLANET_DENSITY,Planet Mass,Massa del Planeta,Hmotnost Planety,Planetenmasse,Masa planetaria,Masse de Planète,Massa Planet,Massa del Pianeta,惑星の質量,행성 질량,Masa Planety,Massa do Planeta,Масса планеты,มวลดาวเคราะห์,Gezegen Kütlesi,Khối Lượng Hành Tinh,行星质量
MILESTONE_7,A Well Fed Milestone,Una fita ben alimentada,Dobře živený milník,Ein gut genährter Meilenstein,"Hito ""Bien alimentado""",Une étape importante bien nourrie,Tonggak Sejarah yang Terjamin,Una pietra miliare ben nutrita,満腹の節目,잘 먹은 음식의 이정표,Kamień milowy w dobrym odżywianiu,Um marco bem alimentado,Важный этап в жизни — хорошее питание.,หลักไมล์แห่งการอิ่มหนำสำราญ,İyi Beslenmiş Bir Dönüm Noktası,Một cột mốc đáng nhớ về cuộc sống sung túc.,营养充足的里程碑
BLACK_HOLE_NAME_13,We Are Black Hole,Som Forat Negre,Jsme Černá Dírka,Wir sind Schwarzes Loch,Somos Agujero negro,Nous Sommes un Trou Noir,Kami adalah Lubang Hitam,Noi Siamo Buco Nero,我々はブラックホールである,우리는 블랙홀입니다,Jesteśmy Czarną Dziurą,Nós Somos um Buraco Negro,Мы — черная дыра,เราคือหลุมดำ,Biz Kara Delik,Chúng Ta Là Lỗ Đen,我们是黑洞
MILESTONE_4,The Creators Milestone,Fita dels Creators,Milník Tvůrců,Die Schöpfer Meilenstein,"Hito ""Los creadores""",Étape des Créateurs,Tonggak Lubang Hitam Para Pencipta,Milestone I Creatori,創造者たちのマイルストーン,창조자 이정표,Milestone Twórców,Marco dos Criadores,Веха создателей,เหตุการณ์สำคัญของผู้สร้าง,Yapımcılar Eşiği,Mốc Những Tạo Ra,创造者里程碑
COMPACT_MODE,Mini Challenge Mode,Mode Mini Repte,Mini Výzvový Režim,Mini-Herausforderungsmodus,Modo Minidesafío,Mode Défi Mini,Mode Tantangan Mini,Modalità Mini Sfida,ミニチャレンジモード,미니 챌린지 모드,Mini Tryb Wyzwania,Modo Mini Desafio,Мини-Режим Испытания,โหมดลองขนาดเล็ก,Mini Meydan Okuma Modu,Chế Độ Thử Thách Mini,迷你挑战模式
GIANT_GRID,Giant Grid,Graella gegant,Obří mřížka,Riesennetz,Cuadrícula gigante,Grille géante,Jaringan Raksasa,Griglia gigante,巨大グリッド,거대 격자,Gigantyczna siatka,Grade Gigante,Гигантская сетка,โครงข่ายยักษ์,Dev Izgara,Lưới khổng lồ,巨型网格
BLACK_HOLE_NAME_12,Keep on Feeding The Black Hole,Continua Alimentant El Forat Negre,Pokračujte v Krmení Černé Díry,Weiter das Schwarze Loch füttern,Sigue alimentando al Agujero negro,Continuez à Nourrir le Trou Noir,Terus Memberi Makan Lubang Hitam,Continua a Nutrire Il Buco Nero,ブラックホールに物質を与え続ける,블랙홀에 계속 먹이를 주세요,Kontynuuj Karmienie Czarnej Dziury,Continue Alimentando o Buraco Negro,Продолжайте кормить черную дыру,ให้อาหารหลุมดำต่อไป,Kara Delik Beslemeye Devam et,Tiếp Tục Cho Lỗ Đen Ăn,继续喂养黑洞
MILESTONE_5,Humongous Milestone,Fita Humongosa,Obrovský Milník,Riesiges Meilenstein,"Hito ""Monumental""",Étape Humongueuse,Tonggak Sangat Besar,Milestone Enorme,巨大なマイルストーン,엄청난 이정표,Ogromny Milestone,Marco Humongoso,Огромная веха,เหตุการณ์สำคัญมหึมา,Devasa Eşiği,Mốc Khổng Lồ,庞大里程碑
CLICKER_BONUS_DAMAGE_TO_STAR,Breaker Bonus Damage To Stars,Boni de Dany de Breaker a Estrelles,Bonusové Poškození Breakeru na Hvězdy,Bonus-Schaden des Brechers gegen Sterne,Daño adicional del Rompedor a las Estrellas,Dégâts Bonus de Briseur aux Étoiles,Bonus Damage Breaker ke Bintang,Danno Bonus del Frantumatore alle Stelle,星へのブレイカーボーナスダメージ,브레이커의 별에 대한 보너스 피해,Bonus Obrażenia Breakera dla Gwiazd,Dano Bônus do Quebrador Para Estrelas,Бонусный урон разрушителя для звезд,ความเสียหายเบรกเกอร์ต่อดาว,Kırıcı Bonus Hasarı Yıldızlara,Tiền Thưởng Sát Thương Đập Tới Sao,对恒星的破坏者额外伤害
BLACK_HOLE_NAME_11,Hungry Black Hole,Forat Negre Famolenc,Hladová Černá Dírka,Hungriges Schwarzes Loch,Agujero negro Hambriento,Trou Noir Affamé,Lubang Hitam Lapar,Buco Nero Affamato,空腹のブラックホール,배고픈 블랙홀,Głodna Czarna Dziura,Buraco Negro Faminto,Голодная черная дыра,หลุมดำที่หิวโหย,Aç Kara Delik,Lỗ Đen Đói,饥饿黑洞
RUN_TIMER_AMOUNT_ON_ASTEROID_DESTROYED,Time Added when Asteroid is Destroyed,Temps Afegit quan un Asteroide és Destruït,"Čas Přidán, když je Asteroid Zničen","Zeit hinzugefügt, wenn ein Asteroid zerstört wird",Tiempo añadido al destruir un Asteroide,Temps Ajouté lorsque l'Astéroïde est Détruit,Waktu Tambahan saat Asteroid Dihancurkan,Tempo Aggiunto quando l'Asteroide viene Distrutto,小惑星が破壊されたときに追加される時間,소행성이 파괴될 때 추가되는 시간,"Czas Dodany, gdy Asteroida Zostanie Zniszczona",Tempo Adicionado quando o Asteroide é Destruído,"Время добавлено, когда астероид разрушен",เวลาเพิ่มเมื่อดาวเคราะห์น้อยถูกทำลาย,Bir Asteroit Yok Edildiğinde Eklenen Zaman,Thời Gian Thêm Khi Asteroid Bị Phá Hủy,摧毁小行星时增加的时间
BLACK_HOLE_NAME_10,Planet Destroyer Black Hole,Forat Negre Destrucció Planetària,Ničič Planet Černá Dírka,Planetenzerstörer-Schwarzes Loch,Agujero negro Destruyeplanetas,Trou Noir Destructeur de Planètes,Lubang Hitam Penghancur Planet,Buco Nero Distruttore di Pianeti,惑星破壊者ブラックホール,행성 파괴자 블랙홀,Czarna Dziura Niszczyciel Planet,Buraco Negro Destruidor de Planetas,Уничтожитель планет черной дыры,หลุมดำทำลายดาวเคราะห์,Gezegen Yok Edici Kara Delik,Lỗ Đen Phá Hủy Hành Tinh,行星毁灭者黑洞
DAMAGE_THIS_MILESTONE,Total Damage this Milestone,Dany Total aquesta Fita,Celkové Poškození tento Milník,Gesamt-Schaden dieses Meilensteins,Daño este Hito,Dégâts Totaux de cette Étape,Total Damage tonggak ini,Danno Totale di questo Milestone,このマイルストーンでの総ダメージ,이번 이정표의 총 피해,Łączne Obrażenia w tym Milestone,Dano Total neste Marco,Общий урон за эту веху,ความเสียหายทั้งหมดที่เหตุการณ์สำคัญนี้,Bu Eşiği geçilen Toplam Hasar,Tổng Sát Thương Mốc này,此里程碑的总伤害
BLACK_HOLE_NAME_17,Even Bigger Black Hole,MOLT MÉS Gran Forat Negre,Ještě Větší Černá Dírka,Noch größeres Schwarzes Loch,Agujero negro Gigante,Encore Plus Gros Trou Noir,Lubang Hitam Bahkan Lebih Besar,Buco Nero Ancora Più Grande,さらに大きなブラックホール,더 큰 블랙홀,Jeszcze Większa Czarna Dziura,Buraco Negro Ainda Maior,Еще большая черная дыра,หลุมดำที่ใหญ่กว่านี้,Daha da Büyük Kara Delik,Lỗ Đen Còn Lớn Hơn,更大的黑洞
BLACK_HOLE_NAME_31,A Dangerously Funny Black Hole,Un Forat Negre Perillosament Divertit,Nebezpečně Vtipná Černá Dírka,Ein gefährlich lustiges Schwarzes Loch,"Agujero negro ""DangerouslyFunny""",Un Trou Noir Dangerusement Drôle,Lubang Hitam yang Berbahaya Lucu,Un Buco Nero Follemente Divertente,危険なくらい面白いブラックホール,위험하게 재미있는 블랙홀,Niebezpiecznie Śmieszna Czarna Dziura,Um Buraco Negro Perigosamente Engraçado,Опасно смешная черная дыра,หลุมดำที่อันตรายอย่างตลก,Tehlikeli Derecede Eğlenceli Kara Delik,Lỗ Đen Nguy Hiểm Hài Hước,一个危险而有趣的黑洞
BLACK_HOLE_NAME_16,Void Black Hole,Forat Negre Vuit,Prázdnotě Černá Dírka,Leerer Raum Schwarzes Loch,Agujero negro Vacío,Trou Noir Vide,Lubang Hitam Kosong,Buco Nero Vuoto,虚無のブラックホール,공허한 블랙홀,Pustka Czarna Dziura,Buraco Negro Vazio,Пустотная черная дыра,หลุมดำอวกาศ,Boşluk Kara Delik,Lỗ Đen Chân Không,虚无黑洞
BLACK_HOLE_NAME_30,Orbiting Potato Black Hole,Forat Negre de Patata Orbital,Obíhající Brambor Černá Dírka,Umkreisende Kartoffel Schwarzes Loch,"Agujero negro ""Orbiting Potato""",Trou Noir Patate Orbital,Lubang Hitam Kentang Mengorbit,Buco Nero Patata Orbita,軌道を描くジャガイモブラックホール,궤도를 도는 감자 블랙홀,Orbitalna Ziemniak Czarna Dziura,Buraco Negro Batata Orbitante,Орбитальная картошка черной дыры,หลุมดำมันฝรั่งที่โคจร,Yörüngeyi Takip Eden Patates Kara Delik,Lỗ Đen Khoai Tây Quay,环绕土豆黑洞
BLACK_HOLE_NAME_15,Bold Black Hole,Forat Negre Agosarat,Odvážná Černá Dírka,Wagemutiges Schwarzes Loch,Agujero negro Audaz,Trou Noir Audacieux,Lubang Hitam Berani,Buco Nero Audace,大胆なブラックホール,대담한 블랙홀,Odważna Czarna Dziura,Buraco Negro Ousado,Смелая черная дыра,หลุมดำที่กล้าหาญ,Cesur Kara Delik,Lỗ Đen Quyết Đoán,大胆黑洞
BLACK_HOLE_NAME_33,Is Gray Still Playing Black Hole,El Grís Encara Està Jugant Forat Negre,Ještě Hraje Šedý Černá Dírka,Spielt Gray noch Schwarzes Loch,"Agujero negro ""Is Gray still playing?""",Gray Joue-Toujours Trou Noir,Apakah Gray Masih Bermain Lubang Hitam,Grigio Sta Ancora Giocando Buco Nero,グレイはいまだに ブラックホールをプレイしている,그레이 아직도 플레이 중인가 블랙홀,Czy Szary Wciąż Gra w Czarną Dziurę,Gray Ainda Está Jogando Buraco Negro,Еще играет Грей черная дыра,หลุมดำที่เกรย์ยังเล่นอยู่,Gri Hâlâ Oynuyor mu Kara Delik,Lỗ Đen Xám Còn Chơi Không,灰色还在玩吗黑洞
BLACK_HOLE_NAME_14,Average Joe Black Hole,Forat Negre Promig,Průměrná Černá Dírka,Durchschnittlicher Joe Schwarzes Loch,Agujero negro Normalillo,Trou Noir Joe Moyen,Lubang Hitam Rata-rata,Buco Nero Joe Mediocre,平均的なブラックホール,평균적인 블랙홀,Zwykła Czarna Dziura,Buraco Negro Joe Médio,Обычная черная дыра,หลุมดำเฉลี่ยโจ,Ortalama Joe Kara Delik,Lỗ Đen Joe Trung Bình,普通小白领黑洞
BLACK_HOLE_NAME_32,Who's Cade Black Hole,Qui és Cade Forat Negre,Kdo je Cade Černá Dírka,Wer ist Cade Schwarzes Loch,"Agujero negro ""Who's Cade?""",Qui est Cade Trou Noir,Siapa Lubang Hitam Cade,Chi è Cade Buco Nero,カデブラックホールは誰か,케이드 블랙홀은 누구인가,Kto jest Cade Czarna Dziura,Quem é Cade Buraco Negro,Кто такой Кейд черная дыра,หลุมดำที่ใครคือเคด,Kim Cade Kara Delik,Lỗ Đen Ai Là Cade,凯德黑洞是谁
BLACK_HOLE_NAME_35,Stuffed Black Hole,Forat Negre Farcit,Naplňující Černá Dírka,Gefülltes Schwarzes Loch,Agujero negro Relleno,Trou Noir Enfouie,Lubang Hitam Terisi,Buco Nero Ripieno,詰め物のブラックホール,박제된 블랙홀,Nadziana Czarna Dziura,Buraco Negro Recheado,Набитая черная дыра,หลุมดำที่ถูกบรรจุ,Dolu Kara Delik,Lỗ Đen Nhồi,填充黑洞
BLACK_HOLE_NAME_34,The Creators Black Hole,Els Creators Forat Negre,Tvůrci Černá Dírka,Die Schöpfer Schwarzes Loch,Agujero negro Los creadores,Les Créateurs Trou Noir,Lubang Hitam Para Pencipta,I Creatori Buco Nero,創造者たちのブラックホール,창조자 블랙홀,Twórcy Czarnej Dziury,Os Criadores Buraco Negro,Создатели черной дыры,หลุมดำของผู้สร้าง,Yapımcılar Kara Delik,Lỗ Đen Những Tạo Ra,创造者黑洞
BLACK_HOLE_NAME_37,Colossal Black Hole,Forat Negre Colossals,Kolosální Černá Dírka,Kolossales Schwarzes Loch,Agujero negro Colosal,Trou Noir Colossal,Lubang Hitam Kolosal,Buco Nero Colossale,巨大なブラックホール,거대한 블랙홀,Kolosalna Czarna Dziura,Buraco Negro Colossal,Колоссальная черная дыра,หลุมดำขนาดมหึมา,Kolasal Kara Delik,Lỗ Đen Khổng Lồ,巨型黑洞
BLACK_HOLE_NAME_36,Titanic Black Hole,Forat Negre Titanic,Titanická Černá Dírka,Titanisches Schwarzes Loch,Agujero negro Titanico,Trou Noir Titanic,Lubang Hitam Titanic,Buco Nero Titanico,タイタニックブラックホール,타이타닉 블랙홀,Tytaniczna Czarna Dziura,Buraco Negro Titanic,Титаническая черная дыра,หลุมดำไททานิค,Titanik Kara Delik,Lỗ Đen Khổng Lồ,泰坦尼克黑洞
BLACK_HOLE_NAME_28,Project Hail Mary Black Hole,Forat Negre Projecte Hail Mary,Projekt Hail Mary Černá Dírka,Projekt Hail Mary Schwarzes Loch,"Agujero negro ""Proyecto Salvación""",Projet Hail Mary Trou Noir,Lubang Hitam Proyek Hail Mary,Progetto Hail Mary Buco Nero,プロジェクト・ヘイル・メアリー ブラックホール,프로젝트 헤일 메리 블랙홀,Czarna Dziura Projektu Hail Mary,Buraco Negro Projeto Hail Mary,Проект Хейл Мэри черная дыра,หลุมดำโครงการเฮลแมรี,Project Hail Mary Kara Delik,Lỗ Đen Dự Án Hail Mary,项目大海怪黑洞
BLACK_HOLE_NAME_39,Humongous Black Hole,Forat Negre Humongó,Obrovská Černá Dírka,Riesiges Schwarzes Loch,Agujero negro Monumental,Trou Noir Humongueux,Lubang Hitam Sangat Besar,Buco Nero Enorme,恐ろしいブラックホール,엄청난 블랙홀,Ogromna Czarna Dziura,Buraco Negro Humongoso,Огромная черная дыра,หลุมดำที่มีขนาดใหญ่เหลือเกิน,Devasa Kara Delik,Lỗ Đen Vĩ Đại,庞大黑洞
NAVIGATE,Navigate,Navega,Navigovat,Navigieren,Navegar,Naviguer,Navigasi,Navigare,ナビゲート,탐색하기,Nawigować,Navegar,Навигация,นำทาง,Gezinti,Điều hướng,导航
BLACK_HOLE_NAME_29,My Favorite Space Movies Black Hole,Les Meves Pel·lícules Espacials Favorides Forat Negre,Moje Oblíbené Vesmírné Filmy Černá Dírka,Meine Lieblings-Weltraumfilme Schwarzes Loch,Agujero negro Mis películas espaciales favoritas,Mes Films de Science-Fiction Préférés Trou Noir,Lubang Hitam Film Ruang Favorit Saya,I Miei Film Spaziali Preferiti Buco Nero,私のお気に入りの宇宙映画 ブラックホール,내가 좋아하는 우주 영화 블랙홀,Moje Ulubione Filmy Kosmiczne Czarna Dziura,Meu Filme Espacial Favorito Buraco Negro,Мои любимые космические фильмы черная дыра,หลุมดำภาพยนตร์อวกาศที่ชอบของฉัน,Favori Uzay Filmlerim Kara Delik,Lỗ Đen Những Bộ Phim Vũ Trụ Yêu Thích Của Tôi,我最喜欢的太空电影黑洞
BLACK_HOLE_NAME_38,Gigantic Black Hole,Forat Negre Gigantesc,Gigantická Černá Dírka,Gigantisches Schwarzes Loch,Agujero negro Gigante,Trou Noir Gigantesque,Lubang Hitam Raksasa,Buco Nero Gigantesco,巨大なブラックホール,거대 블랙홀,Gigantyczna Czarna Dziura,Buraco Negro Gigante,Гигантская черная дыра,หลุมดำยักษ์,Cüsseli Kara Delik,Lỗ Đen Khổng Lồ,巨型黑洞
STAR_PERCENT_TO_RESPAWN_ON_BLACK_HOLE_GROW,Stars Spawned when the Black Hole Grows,Estrelles Generades quan el Forat Negre Creix,"Hvězdy Vytvořené, když se Černá Dírka Zvětší","Sterne, die entstehen, wenn das Schwarze Loch wächst",Estrellas generadas cuando crece el Agujero negro,Étoiles Apparues lorsque le Trou Noir Grandit,Bintang yang Muncul saat Lubang Hitam Membesar,Stelle Generati quando il Buco Nero Cresce,ブラックホールが成長する際に生成される星,블랙홀 성장 시 생성되는 별 수,"Gwiazdy Pojawione, gdy Czarna Dziura Rośnie",Estrelas Geradas quando o Buraco Negro Cresce,"Звезды, появляющиеся при росте черной дыры",ดาวที่เกิดขึ้นเมื่อหลุมดำเติบโต,Kara Delik Büyüdüğünde Doğmuş Yıldızlar,Sao Được Sinh Ra Khi Lỗ Đen Tăng Trưởng,黑洞增长时生成的恒星
BLACK_HOLE_NAME_26,Rocky Black Hole,Forat Negre Rocós,Skalnatá Černá Dírka,Felsiges Schwarzes Loch,"Agujero negro ""Rocky""",Trou Noir Rocheux,Lubang Hitam Rocky,Buco Nero Roccioso,岩のようなブラックホール,록키 블랙홀,Czarna Dziura Rocky'ego,Buraco Negro Rocky,Скалистая черная дыра,หลุมดำที่มีบางก้อนหิน,Kayalı Kara Delik,Lỗ Đen Đá,岩石黑洞
BLACK_HOLE_NAME_27,Dr. Grace Black Hole,Forat Negre Dr. Grace,Dr. Grace Černá Dírka,Dr. Grace Schwarzes Loch,"Agujero negro ""Dr. Grace""",Dr. Grace Trou Noir,Lubang Hitam Dr. Grace,Buco Nero Dr. Grace,グレース博士 ブラックホール,그레이스 박사 블랙홀,Czarna Dziura Doktora Grace'a,Buraco Negro Dr. Grace,Доктор Грейс черная дыра,หลุมดำดร.เกรซ,Dr. Grace Kara Delik,Lỗ Đen Tiến Sĩ Grace,格蕾丝博士黑洞
DECEMBER,December,Desembre,Prosinec,Dezember,Diciembre,Décembre,Desember,Dicembre,12月,12월,Grudzień,Dezembro,Декабрь,ธันวาคม,Aralık,Tháng 12,12月
JANUARY_SHORT,Nov,Nov,Lis,Jan,Ene,Nov,Nov,Nov,11月,11월,Lis,Nov,Ноя,พ.ย.,Kas,Th11,11月
BLACK_HOLE_NAME_24,Mark Watney Black Hole,Forat Negre Mark Watney,Mark Watney Černá Dírka,Mark Watney Schwarzes Loch,"Agujero negro ""Mark Watney""",Trou Noir de Mark Watney,Lubang Hitam Mark Watney,Buco Nero Mark Watney,マーク・ワトニー ブラックホール,마크 와트니 블랙홀,Czarna Dziura Marka Watneya,Buraco Negro Mark Watney,Черная дыра Марка Уотни,หลุมดำมาร์ค วัตนีย์,Mark Watney Kara Delik,Lỗ Đen Mark Watney,马克·沃特尼黑洞
BLACK_HOLE_NAME_25,The Martian Black Hole,El Forat Negre Martià,Mysteriózní Mars Černá Dírka,Das marsianische Schwarze Loch,"Agujero negro ""Marte""",Le Trou Noir Martien,Lubang Hitam Marsian,Il Buco Nero Marziano,火星人 ブラックホール,화성인 블랙홀,Czarna Dziura Marsjańska,O Buraco Negro Marciano,Марсианская черная дыра,หลุมดำของมนุษย์อังคาร,Marslı Kara Delik,Lỗ Đen Người Hành Tinh Đỏ,火星人黑洞
NEW_GAME,New Game,Nou joc,Nová hra,Neues Spiel,Partida nueva,Nouveau jeu,Game Baru,Nuovo gioco,新しいゲーム,새로운 게임,Nowa gra,Novo jogo,Новая игра,เกมใหม่,Yeni Oyun,Trò chơi mới,新游戏
ASTEROID_DENSITY,Asteroid Mass,Massa d'Asteroide,Hmotnost Asteroidů,Asteroidenmasse,Masa asteroidal,Masse d'Astéroïde,Massa Asteroid,Massa dell'Asteroide,小惑星の質量,소행성 질량,Masa Asteroidów,Massa de Asteroide,Масса астероида,มวลดาวเคราะห์น้อย,Asteroit Kütlesi,Khối Lượng Asteroid,小行星质量
BLACK_HOLE_NAME_22,Interstellar Black Hole,Forat Negre Interstellar,Mezihvězdná Černá Dírka,Interstellares Schwarzes Loch,"Agujero negro ""Interestelar""",Trou Noir Interstellaire,Lubang Hitam Antarbintang,Buco Nero Interstellare,星間ブラックホール,인터스텔라 블랙홀,Międzygwiezdna Czarna Dziura,Buraco Negro Interestelar,Межзвёздная черная дыра,หลุมดำข้ามดาว,Yıldalararası Kara Delik,Lỗ Đen Liên Sao,星际黑洞
BLACK_HOLE_NAME_23,Greatest Botanist Black Hole,El Més Gran Botanista Forat Negre,Největší Botanista Černá Dírka,Der größte Botaniker Schwarzes Loch,"Agujero negro ""El mejor botánico""",Le Plus Grand Botaniste Trou Noir,Lubang Hitam Botanis Terhebat,Il Migliore Botanico Buco Nero,偉大な植物学者ブラックホール,가장 위대한 식물학자 블랙홀,Największy Botanik Czarna Dziura,Buraco Negro Maior Botânico,Великий ботаник черной дыры,หลุมดำพฤกษศาสตร์ที่ยอดเยี่ยม,En Büyük Botanikçi Kara Delik,Lỗ Đen Nhà Thực Vật Vĩ Đại Nhất,最伟大的植物学家黑洞
BLACK_HOLE_NAME_20,Cooper Black Hole,Forat Negre Cooper,Kooperativní Černá Dírka,Cooper-Schwarzes Loch,"Agujero negro ""Cooper""",Trou Noir Cooper,Lubang Hitam Cooper,Buco Nero Cooper,クーパーブラックホール,쿠퍼 블랙홀,Czarna Dziura Cooper,Buraco Negro Cooper,Куперская черная дыра,หลุมดำลูกสะท้อน,Kooperatif Kara Delik,Lỗ Đen Cooper,库珀黑洞
BLACK_HOLE_NAME_21,This Little Maneuver Black Hole,Aquesta Petita Maniobra Forat Negre,Toto Malé Manévrování Černá Dírka,Dieses kleine Manöver Schwarzes Loch,"Agujero negro ""Pequeña maniobra""",Ce Petite Manœuvre Trou Noir,Lubang Hitam Maneuver Kecil Ini,Questo Piccolo Manovra Buco Nero,この小さなマニューバーブラックホール,이 작은 기동 블랙홀,Ten Mały Manewr Czarna Dziura,Essa Pequena Manobra Buraco Negro,Этот небольшой маневр черной дыры,หลุมดำที่ควบคุมการเคลื่อนไหวเล็กนี้,Bu Küçük Manevra Kara Delik,Lỗ Đen Maneuver Nhỏ Này,这个小动作黑洞
TEXT_SIZE,Text Scale,Escala de text,Měřítko textu,Textgröße,Tamaño del texto,Échelle du texte,Skala Teks,Scala del testo,テキストスケール,텍스트 크기,Skala tekstu,Escala de texto,Масштаб текста,มาตราส่วนข้อความ,Metin Ölçeği,Thang đo văn bản,文本缩放
COMET_CRIT_CHANCE_BUFF_DURATION,Comet Buff Duration,Durada del Buff de Comet Crític,Doba Trvání Buffu Kritické Komety,Dauer des kritischen Kometen-Buffs,Duración del don Cometa Crítico,Durée de Buff de Comète Critique,Durasi Buff Komet Kritis,Durata Buff Cometa Critica,クリティカル彗星バフの持続時間,치명타 혜성 버프 지속시간,Czas Buffu Krytycznej Komety,Duração do Buff do Cometa Crítico,Длительность бонуса критической кометы,ระยะเวลาบัฟดาวหางวิกฤต,Kritik Kuyruklu Yıldız Buff Süresi,Thời Gian Buff Sao Chổi Kích Cỡ,暴击彗星增益持续时间
MONDAY_SHORT,Mon,Dl,Po,Mo,Lun,Lun,Sen,Lun,月,월,Pn,Seg,Пн,จ.,Pzt,T2,一
MAIN_MODE,Normal Mode,Mode Normal,Normální Režim,Normalmodus,Modo Normal,Mode Normal,Mode Normal,Modalità Normale,ノーマルモード,일반 모드,Tryb Normalny,Modo Normal,Нормальный режим,โหมดธรรมดา,Normal Mod,Chế Độ Bình Thường,标准模式
SPECIAL_PLANET_ASTEROID_PINATA_AMOUNT_OF_ASTEROID,Asteroids spawned from Platinum Planets,Asteroides generats de Planetes de Platí,Asteroidy vynikající z Platinových Planet,"Asteroiden, die von Platin-Planeten stammen",Asteroides generados por los Planetas Platino,Astéroïdes apparus des Planètes Platines,Asteroid yang muncul dari Planet Platinum,Asteroidi generati dai Pianeti Platino,プラチナ惑星から生成された小惑星,플래티넘 행성에서 생성된 소행성,Asteroidy pochodziły z Platynowych Planet,Asteroides gerados de Planetas de Platina,"Астероиды, спавнящиеся с платиновых планет",ดาวเคราะห์น้อยที่เกิดจากดาวเคราะห์แพลทินัม,Platin Gezegenlerden Doğmuş Asteroitler,Asteroid sinh ra từ Hành Tinh Bạch Kim,从铂金行星生成的小行星
SPECIAL_PLANET_MOON_MAX_MOONS,Max Moons Per Planet,Màxim de Llunes per Planeta,Max. Měsíců na Planetě,Maximale Monde pro Planet,Número máximo de Lunas por Planeta,Max de Lunes par Planète,Maksimum Bulan per Planet,Max Lune per Pianeta,1惑星あたりの最大の月,행성당 최대 달 수,Maksymalna Liczba Księżyców na Planetę,Máximas Luas Por Planeta,Максимальное количество лун на планету,สูงสุดดวงจันทร์ต่อดาวเคราะห์,Her Gezegen İçin Maksimum Ay,Số Mặt Trăng Tối Đa Mỗi Hành Tinh,每行星最大卫星数
SPECIAL_ASTEROID_CHANCE_TO_FORK,Electric Asteroid Chance to Fork,Probabilitat que l'Asteroide Elèctric es Dividixi,Šance na Rozvětvení Elektrického Asteroidu,"Chance, dass elektrischer Asteroid einen Gabelung hat",Probabilidad de bifurcar del los Asteroides Eléctricos,Chance de Fourcher d'Astéroïde Électrique,Peluang Rantai Asteroid Listrik untuk Bercabang,Probabilità di Fork dell'Asteroide Elettrico,電気小惑星が分岐するチャンス,전기 소행성이 갈라질 확률,Szansa na Rozgałęzienie Elektrowej Asteroidy,Chance de Fork de Asteroide Elétrico,Шанс разделения электрического астероида,โอกาสในการแยกดาวเคราะห์น้อยไฟฟ้า,Elektrikli Asteroit Dallanmada Şansı,Cơ Hội Để Phân Nhánh Asteroid Điện,电气小行星分叉的机会
SPECIAL_ASTEROID_RADIOACTIVE_DOT,Radioactive Damage Per Second,Dany radioactiu per segon,Radioaktivní poškození za sekundu,Radioaktiver Schaden pro Sekunde,Daños radiactivos por segundo,Dommages radioactifs par seconde,Kerusakan Radioaktif Per Detik,Danni radioattivi al secondo,1秒あたりの放射能ダメージ,초당 방사능 피해량,Uszkodzenia radioaktywne na sekundę,Danos radioativos por segundo,Радиоактивный урон в секунду,ความเสียหายจากรังสีต่อวินาที,Saniyede Radyoaktif Hasar,Mức độ tổn thương phóng xạ mỗi giây,每秒放射性损伤
